Article ID,Title,DOI,Authors,Year,Month,Volume,Issue,Pages
2020-31-8-1053,Corrigendum: The Illusion of Consensus: A Failure to Distinguish Between True and False Consensus,https://doi.org/10.1177/0956797620948511,,,,,,
2020-31-8-1054,Corrigendum: The Development of Intersectional Social Prototypes,https://doi.org/10.1177/0956797620947640,,,,,,
2020-31-9-1059,Changing Social Contexts to Foster Equity in College Science Courses: An Ecological-Belonging Intervention,https://doi.org/10.1177/0956797620929984,,,,,,
2020-31-9-1071,Aging Predicts Decline in Explicit and Implicit Memory: A Life-Span Study,https://doi.org/10.1177/0956797620927648,,,,,,
2020-31-9-1084,Confidence as a Priority Signal,https://doi.org/10.1177/0956797620925039,,,,,,
2020-31-9-1097,"Cheaters, Liars, or Both? A New Classification of Dishonesty Profiles",https://doi.org/10.1177/0956797620929634,,,,,,
2020-31-9-1107,Revisiting the Suffixing Preference: Native-Language Affixation Patterns Influence Perception of Sequences,https://doi.org/10.1177/0956797620931108,,,,,,
2020-31-9-1117,Perceiving Locations of Moving Objects Across Eyeblinks,https://doi.org/10.1177/0956797620931365,,,,,,
2020-31-9-1129,General Enhancement of Spatial Hearing in Congenitally Blind People,https://doi.org/10.1177/0956797620935584,,,,,,
2020-31-9-1140,Disentangling Social-Genetic From Rearing-Environment Effects for Alcohol Use Disorder Using Swedish National Data,https://doi.org/10.1177/0956797620931542,,,,,,
2020-31-9-1150,The Effect of Repetition on Truth Judgments Across Development,https://doi.org/10.1177/0956797620939534,,,,,,
2020-31-9-1161,Preverbal Infants Discover Statistical Word Patterns at Similar Rates as Adults: Evidence From Neural Entrainment,https://doi.org/10.1177/0956797620933237,,,,,,
2020-31-9-1174,Delay of Gratification as Reputation Management,https://doi.org/10.1177/0956797620939940,,,,,,
2020-31-9-1183,Finding the Pattern: On-Line Extraction of Spatial Structure During Virtual Navigation,https://doi.org/10.1177/0956797620948828,,,,,,
2020-31-9-1191,Reward Enhances Pain Discrimination in Humans,https://doi.org/10.1177/0956797620939588,,,,,,
2020-31-9-1200,"Can Item Effects Explain Away the Evidence for Unconscious Sound Symbolism? An Adversarial Commentary on Heyman, Maerten, Vankrunkelsven, Voorspoels, and Moors (2019)",https://doi.org/10.1177/0956797620949461,,,,,,
2020-31-9-1205,Corrigendum: Fictional First Memories,https://doi.org/10.1177/0956797620950665,,,,,,
2020-31-10-1211,Behavioral Immune Trade-Offs: Interpersonal Value Relaxes Social Pathogen Avoidance,https://doi.org/10.1177/0956797620960011,,,,,,
2020-31-10-1222,Using Machine Learning to Generate Novel Hypotheses: Increasing Optimism About COVID-19 Makes People Less Willing to Justify Unethical Behaviors,https://doi.org/10.1177/0956797620959594,,,,,,
2020-31-10-1236,Relational Mobility Predicts Faster Spread of COVID-19: A 39-Country Study,https://doi.org/10.1177/0956797620958118,,,,,,
2020-31-10-1245,Universal Patterns in Color-Emotion Associations Are Further Shaped by Linguistic and Geographic Proximity,https://doi.org/10.1177/0956797620948810,,,,,,
2020-31-10-1261,Effects of Selective Attention on Mean-Size Computation: Weighted Averaging and Perceptual Enlargement,https://doi.org/10.1177/0956797620943834,,,,,,
2020-31-10-1272,Enhancing the Wisdom of the Crowd With Cognitive-Process Diversity: The Benefits of Aggregating Intuitive and Analytical Judgments,https://doi.org/10.1177/0956797620941840,,,,,,
2020-31-10-1283,The Well-Being Benefits of Person-Culture Match Are Contingent on Basic Personality Traits,https://doi.org/10.1177/0956797620951115,,,,,,
2020-31-10-1294,Moral Choice When Harming Is Unavoidable,https://doi.org/10.1177/0956797620948821,,,,,,
2020-31-10-1302,People Reject Algorithms in Uncertain Decision Domains Because They Have Diminishing Sensitivity to Forecasting Error,https://doi.org/10.1177/0956797620948841,,,,,,
2020-31-10-1315,Spontaneous Distractor Reactivation With Age: Evidence for Bound Target-Distractor Representations in Memory,https://doi.org/10.1177/0956797620951125,,,,,,
2020-31-10-1325,Reminders of Everyday Misinformation Statements Can Enhance Memory for and Beliefs in Corrections of Those Statements in the Short Term,https://doi.org/10.1177/0956797620952797,,,,,,
2020-31-10-1340,Breaking Bread Produces Bigger Pies: An Empirical Extension of Shared Eating to Negotiations and a Commentary on Woolley and Fishbach (2019),https://doi.org/10.1177/0956797620939532,,,,,,
2020-31-11-1351,The Negative Effect of Smartphone Use on Academic Performance May Be Overestimated: Evidence From a 2-Year Panel Study,https://doi.org/10.1177/0956797620956613,,,,,,
2020-31-11-1363,The Emotional Path to Action: Empathy Promotes Physical Distancing and Wearing of Face Masks During the COVID-19 Pandemic,https://doi.org/10.1177/0956797620964422,,,,,,
2020-31-11-1374,Age Advantages in Emotional Experience Persist Even Under Threat From the COVID-19 Pandemic,https://doi.org/10.1177/0956797620967261,,,,,,
2020-31-11-1386,Positive Affect Is Associated With Less Memory Decline: Evidence From a 9-Year Longitudinal Study,https://doi.org/10.1177/0956797620953883,,,,,,
2020-31-11-1396,Children’s Cognitive Reflection Predicts Conceptual Understanding in Science and Mathematics,https://doi.org/10.1177/0956797620954449,,,,,,
2020-31-11-1409,Expectancy Violation Drives Memory Boost for Stressful Events,https://doi.org/10.1177/0956797620958650,,,,,,
2020-31-11-1422,When Not Choosing Leads to Not Liking: Choice-Induced Preference in Infancy,https://doi.org/10.1177/0956797620954491,,,,,,
2020-31-11-1430,The Worst-Motive Fallacy: A Negativity Bias in Motive Attribution,https://doi.org/10.1177/0956797620954492,,,,,,
2020-31-11-1439,The Reflection Effect in Memory-Based Decisions,https://doi.org/10.1177/0956797620956315,,,,,,
2020-31-11-1452,Does Posture Influence the Stroop Effect?,https://doi.org/10.1177/0956797620953842,,,,,,
2020-31-11-1461,"Preregistered Direct Replication of “Sick Body, Vigilant Mind: The Biological Immune System Activates the Behavioral Immune System”",https://doi.org/10.1177/0956797620955209,,,,,,
2020-31-11-1470,Number Adaptation Can Be Dissociated From Density Adaptation,https://doi.org/10.1177/0956797620956986,,,,,,
2020-31-11-1475,Erratum: Reward Enhances Pain Discrimination in Humans,https://doi.org/10.1177/0956797620964027,,,,,,
2020-31-12-1479,Early Effects of the COVID-19 Pandemic on Relationship Satisfaction and Attributions,https://doi.org/10.1177/0956797620972688,,,,,,
2020-31-12-1488,Susceptibility to Being Lured Away by a Stranger: A Real-World Field Test of Selective Trust in Early Childhood,https://doi.org/10.1177/0956797620966526,,,,,,
2020-31-12-1497,Playing With Fear: A Field Study in Recreational Horror,https://doi.org/10.1177/0956797620972116,,,,,,
2020-31-12-1511,"Dominance-Driven Autocratic Political Orientations Predict Political Violence in Western, Educated, Industrialized, Rich, and Democratic (WEIRD) and Non-WEIRD Samples",https://doi.org/10.1177/0956797620922476,,,,,,
2020-31-12-1531,Automatic Guidance (and Misguidance) of Visuospatial Attention by Acquired Scene Memory: Evidence From an N1pc Polarity Reversal,https://doi.org/10.1177/0956797620954815,,,,,,
2020-31-12-1544,The Truth Is Out There: Accuracy in Recall of Verifiable Real-World Events,https://doi.org/10.1177/0956797620954812,,,,,,
2020-31-12-1557,Linking Detail to Temporal Structure in Naturalistic-Event Recall,https://doi.org/10.1177/0956797620958651,,,,,,
2020-31-12-1573,The Altered Course of Learning: How Alcohol Outcome Expectancies Are Shaped by First Drinking Experiences,https://doi.org/10.1177/0956797620959006,,,,,,
2020-31-12-1585,Prosocial Influence and Opportunistic Conformity in Adolescents and Young Adults,https://doi.org/10.1177/0956797620957625,,,,,,
2020-31-12-1602,Broken Physics: A Conjunction-Fallacy Effect in Intuitive Physical Reasoning,https://doi.org/10.1177/0956797620957610,,,,,,
2020-31-12-1612,Corrigendum: Using Machine Learning to Generate Novel Hypotheses: Increasing Optimism About COVID-19 Makes People Less Willing to Justify Unethical Behaviors,https://doi.org/10.1177/0956797620972975,,,,,,
2020-31-12-1614,Corrigendum: Using a Psychopharmacogenetic Approach To Identify the Pathways Through Which—and the People for Whom—Testosterone Promotes Aggression,https://doi.org/10.1177/0956797620971631,,,,,,
