Article ID,Authors,Year,Month,Title,DOI,Journal,Volume,Issue,Pages,Descriptors,Full author names
2-5-2014 DP,"BW Roberts, C Lejuez, RF Krueger, JM Richards, PL Hill",2014,May,What is conscientiousness and how can it be assessed?,10.1037/a0031109,DP,50,5,1315-30,"Executive Function, Humans, Impulsive Behavior, Models, Psychological, Personality, Personality Assessment","Brent W Roberts, Carl Lejuez, Robert F Krueger, Jessica M Richards, Patrick L Hill"
1-5-2014 DP,"D Reiss, JS Eccles, L Nielsen",2014,May,Conscientiousness and public health: synthesizing current research to promote healthy aging.,10.1037/a0036473,DP,50,5,1303-14,"Aging [psychology], Humans, Models, Psychological, Personality, Public Health","David Reiss, Jacquelynne S Eccles, Lisbeth Nielsen"
27-5-2014 DP,"EB Fauth, D Gerstorf, N Ram, B Malmberg",2014,May,"Comparing changes in late-life depressive symptoms across aging, disablement, and mortality processes.",10.1037/a0035475,DP,50,5,1584-93,"Age Factors, Age of Onset, Aged, Aged, 80 and over, Aging [psychology], Death, Depression, Disabled Persons [psychology], Female, Follow-Up Studies, Humans, Life Change Events, Linear Models, Longitudinal Studies, Male, Registries, Sweden [epidemiology], Time Factors","Elizabeth B Fauth, Denis Gerstorf, Nilam Ram, Bo Malmberg"
6-5-2014 DP,"HS Friedman, ML Kern, SE Hampson, AL Duckworth",2014,May,A new life-span approach to conscientiousness and health: combining the pieces of the causal puzzle.,10.1037/a0030373,DP,50,5,1377-89,"Aging [psychology], Databases, Factual, Health, Humans, Models, Psychological, Personality, Research Design","Howard S Friedman, Margaret L Kern, Sarah E Hampson, Angela Lee Duckworth"
31-5-2014 DP,"J Lucenet, A Blaye, N Chevalier, J Kray",2014,May,Cognitive control and language across the life span: does labeling improve reactive control?,10.1037/a0035867,DP,50,5,1620–1627,"Adolescent, Adult, Aged, Aged, 80 and over, Aging [psychology], Child, Cognition, Executive Function, Female, Goals, Humans, Language Development, Male, Middle Aged, Psycholinguistics, Psychological Tests, Psychomotor Performance, Reaction Time, Speech, Young Adult","Joanna Lucenet, AgníÂs Blaye, Nicolas Chevalier, Jutta Kray"
15-5-2014 DP,"S Israel, TE Moffitt",2014,May,Assessing conscientious personality in primary care: an opportunity for prevention and health promotion.,10.1037/a0036113,DP,50,5,1475–1477,"Aging [psychology], Health, Humans, Individualized Medicine [methods], Personality","Salomon Israel, Terrie E Moffitt"
25-5-2014 DP,"AR Smith, J Chein, L Steinberg",2014,May,Peers increase adolescent risk taking even when the probabilities of negative outcomes are known.,10.1037/a0035696,DP,50,5,1564–1568,"Adolescent, Decision Making, Female, Gambling, Humans, Male, Peer Group, Probability, Psychological Tests, Social Behavior, Social Isolation [psychology], Social Perception","Ashley R Smith, Jason Chein, Laurence Steinberg"
22-5-2014 DP,"KK Elam, GT Harold, JM Neiderhiser, D Reiss, DS Shaw, MN Natsuaki, D Gaysina, D Barrett, LD Leve",2014,May,Adoptive parent hostility and children's peer behavior problems: examining the role of genetically informed child attributes on adoptive parent behavior.,10.1037/a0035470,DP,50,5,1543-52,"Adoption [psychology], Adult, Child Behavior [psychology], Child, Preschool, Female, Gene-Environment Interaction, Hostility, Humans, Male, Models, Psychological, Motivation, Parent-Child Relations, Parenting [psychology], Parents [psychology], Peer Group, Young Adult","Kit K Elam, Gordon T Harold, Jenae M Neiderhiser, David Reiss, Daniel S Shaw, Misaki N Natsuaki, Darya Gaysina, Doug Barrett, Leslie D Leve"
21-5-2014 DP,"MD Carlson, J Mendle, KP Harden",2014,May,Early adverse environments and genetic influences on age at first sex: evidence for gene í„ environment interaction.,10.1037/a0035479,DP,50,5,1532-42,"Adolescent, Age Factors, Coitus [physiology], Educational Status, Ethnic Groups, Father-Child Relations, Female, Gene-Environment Interaction, Humans, Longitudinal Studies, Male, Models, Genetic, Models, Psychological, Multivariate Analysis, Social Environment, Socioeconomic Factors, Stress, Psychological [genetics], Twins, Dizygotic, Twins, Monozygotic, Young Adult","Marie D Carlson, Jane Mendle, K Paige Harden"
3-5-2014 DP,"N Eisenberg, AL Duckworth, TL Spinrad, C Valiente",2014,May,Conscientiousness: origins in childhood?,10.1037/a0030977,DP,50,5,1331-49,"Adolescent, Child, Child Development, Educational Status, Executive Function, Humans, Impulsive Behavior, Motivation, Personality","Nancy Eisenberg, Angela L Duckworth, Tracy L Spinrad, Carlos Valiente"
14-5-2014 DP,DK Mroczek,2014,May,"Personality plasticity, healthy aging, and interventions.",10.1037/a0036028,DP,50,5,1470–1474,"Aging [psychology], Behavior Therapy [methods], Health, Humans, Individualized Medicine [methods], Male, Models, Psychological, Personality",Daniel K Mroczek
16-5-2014 DP,"T English, LL Carstensen",2014,May,Will interventions targeting conscientiousness improve aging outcomes?,10.1037/a0036073,DP,50,5,1478-81,"Aging [genetics], Behavior Therapy [methods], Female, Health, Humans, Individualized Medicine [methods], Male, Models, Psychological, Personality [genetics]","Tammy English, Laura L Carstensen"
23-5-2014 DP,"R Mireles-Rios, LF Romo",2014,May,Latina daughters' childbearing attitudes: the role of maternal expectations and education communication.,10.1037/a0035471,DP,50,5,1553-63,"Adolescent, Adult, Attitude [ethnology], Child, Communication, Educational Status, Female, Hispanic Americans [psychology], Humans, Middle Aged, Models, Psychological, Mother-Child Relations [ethnology], Mothers [psychology], Pregnancy, Pregnancy in Adolescence [ethnology], Self Report","Rebeca Mireles-Rios, Laura F Romo"
18-5-2014 DP,"AI Nathanson, F Aladé, ML Sharp, EE Rasmussen, K Christy",2014,May,The relation between television exposure and executive function among preschoolers.,10.1037/a0035714,DP,50,5,1497-506,"Child Development, Child, Preschool, Executive Function, Female, Humans, Intention, Interviews as Topic, Male, Psychological Tests, Regression Analysis, Sleep, Socioeconomic Factors, Television, Time Factors, Vocabulary","Amy I Nathanson, Fashina Aladé, Molly L Sharp, Eric E Rasmussen, Katheryn Christy"
5-5-2014 DP,"SC South, RF Krueger",2014,May,Genetic strategies for probing conscientiousness and its relationship to aging.,10.1037/a0030725,DP,50,5,1362-76,"Adult, Aged, Aging [genetics], Alcohol-Related Disorders [genetics], Female, Gene-Environment Interaction, Genetic Techniques, Humans, Male, Middle Aged, Models, Genetic, Models, Psychological, Personality [genetics], United States","Susan C South, Robert F Krueger"
28-5-2014 DP,"JW Van de Vondervoort, O Friedman",2014,May,Preschoolers can infer general rules governing fantastical events in fiction.,10.1037/a0035717,DP,50,5,1594–1599,"Animals, Child Development, Child, Preschool, Fantasy, Female, Humans, Male, Narration, Psychological Tests, Thinking","Julia W Van de Vondervoort, Ori Friedman"
8-5-2014 DP,"MJ Shanahan, PL Hill, BW Roberts, J Eccles, HS Friedman",2014,May,"Conscientiousness, health, and aging: the life course of personality model.",10.1037/a0031130,DP,50,5,1407-25,"Aging [psychology], Executive Function, Health, Health Behavior, Human Development, Humans, Models, Psychological, Personality, Risk-Taking, Social Class, Stress, Psychological [psychology]","Michael J Shanahan, Patrick L Hill, Brent W Roberts, Jacquelynne Eccles, Howard S Friedman"
30-5-2014 DP,"W Mí_hring, NS Newcombe, A Frick",2014,May,Zooming in on spatial scaling: preschool children and adults use mental transformations to scale spaces.,10.1037/a0035905,DP,50,5,1614–1619,"Adult, Analysis of Variance, Child Development, Child, Preschool, Cognition, Female, Humans, Linear Models, Male, Middle Aged, Photic Stimulation, Psychological Tests, Reaction Time, Space Perception, Young Adult","Wenke Mí_hring, Nora S Newcombe, Andrea Frick"
10-5-2014 DP,"JF Magidson, BW Roberts, A Collado-Rodriguez, CW Lejuez",2014,May,"Theory-driven intervention for changing personality: expectancy value theory, behavioral activation, and conscientiousness.",10.1037/a0030583,DP,50,5,1442-50,"Behavior Therapy [methods], Cocaine-Related Disorders [therapy], Humans, Male, Middle Aged, Models, Psychological, Personality","Jessica F Magidson, Brent W Roberts, Anahi Collado-Rodriguez, C W Lejuez"
20-5-2014 DP,"I Chiu Loke, GD Heyman, S Itakura, R Toriyama, K Lee",2014,May,Japanese and American children's moral evaluations of reporting on transgressions.,10.1037/a0035993,DP,50,5,1520-31,"Adult, Child, Child Development, Communication, Cross-Cultural Comparison, Female, Humans, Japan, Judgment, Male, Morals, Narration, Peer Group, Social Behavior, Social Perception, United States","Ivy Chiu Loke, Gail D Heyman, Shoji Itakura, Rie Toriyama, Kang Lee"
9-5-2014 DP,"BP Chapman, S Hampson, J Clarkin",2014,May,Personality-informed interventions for healthy aging: conclusions from a National Institute on Aging work group.,10.1037/a0034135,DP,50,5,1426-41,"Aging [psychology], Health, Health Communication [methods], Human Development, Humans, Individualized Medicine [methods], Models, Psychological, National Institute on Aging (U.S.), Personality, Public Health Practice, United States","Benjamin P Chapman, Sarah Hampson, John Clarkin"
19-5-2014 DP,"KL Mulvey, A Hitti, A Rutland, D Abrams, M Killen",2014,May,Context differences in children's ingroup preferences.,10.1037/a0035593,DP,50,5,1507-19,"Adolescent, Child, Child Development, Group Processes, Humans, Interviews as Topic, Judgment, Morals, Psychological Tests, Schools, Sex Characteristics, Social Identification, Social Perception","Kelly Lynn Mulvey, Aline Hitti, Adam Rutland, Dominic Abrams, Melanie Killen"
13-5-2014 DP,CJ Patrick,2014,May,Understanding the role of conscientiousness in healthy aging: where does the brain come in?,10.1037/a0036152,DP,50,5,1465–1469,"Aging [psychology], Female, Health, Humans, Longitudinal Studies, Male, Models, Psychological, Personality, Research Design",Christopher J Patrick
12-5-2014 DP,PR Costanzo,2014,May,Conscientiousness in life course context: a commentary.,10.1037/a0036024,DP,50,5,1460–1464,"Aging [psychology], Behavior Therapy [methods], Child Behavior [psychology], Educational Status, Executive Function, Health, Humans, Male, Models, Psychological, Mother-Child Relations [psychology], Motivation, Personality, Personality Assessment, Research Design",Philip R Costanzo
11-5-2014 DP,"G Conti, JJ Heckman",2014,May,Understanding conscientiousness across the life course: an economic perspective.,10.1037/a0036426,DP,50,5,1451–1459,"Aging [physiology], Brain [physiology], Databases, Factual, Executive Function [physiology], Health, Humans, Impulsive Behavior [physiology], Models, Economic, Models, Psychological, Neurosciences [methods], Personality [physiology], Research Design","Gabriella Conti, James J Heckman"
9-11-2014 DP,"CA Flanagan, T Kim, A Pykett, A Finlay, EE Gallay, M Pancer",2014,Nov,Adolescents' theories about economic inequality: why are some people poor while others are rich?,10.1037/a0037934,DP,50,11,2512-25,,"Constance A Flanagan, Taehan Kim, Alisa Pykett, Andrea Finlay, Erin E Gallay, Mark Pancer"
2-11-2014 DP,"JD Haltigan, T Vaillancourt",2014,Nov,Joint trajectories of bullying and peer victimization across elementary and middle school and associations with symptoms of psychopathology.,10.1037/a0038030,DP,50,11,2426-36,,"John D Haltigan, Tracy Vaillancourt"
6-11-2014 DP,"MJ Martin, SA Blozis, DK Boeninger, AS Masarik, RD Conger",2014,Nov,The timing of entry into adult roles and changes in trajectories of problem behaviors during the transition to adulthood.,10.1037/a0037950,DP,50,11,2473-84,,"Monica J Martin, Shelley A Blozis, Daria K Boeninger, April S Masarik, Rand D Conger"
5-11-2014 DP,"H Shin, AM Ryan",2014,Nov,Early adolescent friendships and academic adjustment: examining selection and influence processes with longitudinal social network analysis.,10.1037/a0037922,DP,50,11,2462-72,,"Huiyoung Shin, Allison M Ryan"
4-11-2014 DP,"LE Molloy, SD Gest, ME Feinberg, DW Osgood",2014,Nov,Emergence of mixed-sex friendship groups during adolescence: Developmental associations with substance use and delinquency.,10.1037/a0037856,DP,50,11,2449-61,,"Lauren E Molloy, Scott D Gest, Mark E Feinberg, D Wayne Osgood"
12-11-2014 DP,"S Bezdjian, C Tuvblad, P Wang, A Raine, LA Baker",2014,Nov,Motor impulsivity during childhood and adolescence: a longitudinal biometric analysis of the go/no-go task in 9- to 18-year-old twins.,10.1037/a0038037,DP,50,11,2549-57,,"Serena Bezdjian, Catherine Tuvblad, Pan Wang, Adrian Raine, Laura A Baker"
11-11-2014 DP,"SW Wong, BW Chow, CS Ho, MM Waye, DV Bishop",2014,Nov,Genetic and environmental overlap between Chinese and English reading-related skills in Chinese children.,10.1037/a0037836,DP,50,11,2539-48,,"Simpson W L Wong, Bonnie Wing-Yin Chow, Connie Suk-Han Ho, Mary M Y Waye, Dorothy V M Bishop"
8-11-2014 DP,"ML Mares, G Sivakumar",2014,Nov,"Víçmonos means go, but that's made up for the show: reality confusions and learning from educational TV.",10.1037/a0038041,DP,50,11,2498-511,,"Marie-Louise Mares, Gayathri Sivakumar"
9-10-2014 DP,"B Voigt, CE Mahy, J Ellis, K Schnitzspahn, I Krause, M Altgassen, M Kliegel",2014,Oct,The development of time-based prospective memory in childhood: the role of working memory updating.,10.1037/a0037491,DP,50,10,2393-404,,"Babett Voigt, Caitlin E V Mahy, Judi Ellis, Katharina Schnitzspahn, Ivonne Krause, Mareike Altgassen, Matthias Kliegel"
3-10-2014 DP,"B Kí_ymen, D Schmerse, E Lieven, M Tomasello",2014,Oct,Young children create partner-specific referential pacts with peers.,10.1037/a0037837,DP,50,10,2334-42,,"Bahar Kí_ymen, Daniel Schmerse, Elena Lieven, Michael Tomasello"
4-10-2014 DP,"RJ Brooker, KA Buss, K Lemery-Chalfant, N Aksan, RJ Davidson, HH Goldsmith",2014,Oct,Profiles of observed infant anger predict preschool behavior problems: moderation by life stress.,10.1037/a0037693,DP,50,10,2343-52,,"Rebecca J Brooker, Kristin A Buss, Kathryn Lemery-Chalfant, Nazan Aksan, Richard J Davidson, H Hill Goldsmith"
5-10-2014 DP,"MY Bíçmaca-Colbert, KM Greene, SE Killoren, AJ Noah",2014,Oct,Contextual and developmental predictors of sexual initiation timing among Mexican-origin girls.,10.1037/a0037772,DP,50,10,2353–2359,,"Mayra Y Bíçmaca-Colbert, Kaylin M Greene, Sarah E Killoren, Aggie J Noah"
10-10-2014 DP,"JP Pozuelos, PM Paz-Alonso, A Castillo, LJ Fuentes, MR Rueda",2014,Oct,Development of attention networks and their interactions in childhood.,10.1037/a0037469,DP,50,10,2405-15,,"Joan P Pozuelos, Pedro M Paz-Alonso, Alejandro Castillo, Luis J Fuentes, M Rosario Rueda"
2-10-2014 DP,"X Chen, L Wang, D Li, J Liu",2014,Oct,Loneliness in Chinese children across contexts.,10.1037/a0037689,DP,50,10,2324-33,,"Xinyin Chen, Li Wang, Dan Li, Junsheng Liu"
14-9-2014 DP,"F Schmiedek, M Lí_vdén, U Lindenberger",2014,Sep,Younger adults show long-term effects of cognitive training on broad cognitive abilities over 2 years.,10.1037/a0037388,DP,50,9,2304–2310,"Adult, Cognition, Female, Follow-Up Studies, Humans, Male, Memory, Models, Psychological, Motivation, Neuropsychological Tests, Practice (Psychology), Reaction Time, Self Report, Time Factors, Transfer (Psychology), Young Adult","Florian Schmiedek, Martin Lí_vdén, Ulman Lindenberger"
4-9-2014 DP,"AJ Rose, RA Schwartz-Mette, GC Glick, RL Smith, AM Luebbe",2014,Sep,An observational study of co-rumination in adolescent friendships.,10.1037/a0037465,DP,50,9,2199-209,"Adolescent, Age Factors, Communication, Emotions, Female, Friends [psychology], Humans, Interpersonal Relations, Male, Problem Solving, Psycholinguistics, Questionnaires, Self Disclosure, Sex Factors","Amanda J Rose, Rebecca A Schwartz-Mette, Gary C Glick, Rhiannon L Smith, Aaron M Luebbe"
3-9-2014 DP,"B Shi, H Xie",2014,Sep,"Moderating effects of group status, cohesion, and ethnic composition on socialization of aggression in children's peer groups.",10.1037/a0037177,DP,50,9,2188-98,"Adolescent, Aggression [psychology], Child, Ethnic Groups [psychology], Female, Group Structure, Hierarchy, Social, Humans, Interpersonal Relations, Male, Models, Psychological, Peer Group, Sex Characteristics, Social Behavior, Socialization","Bing Shi, Hongling Xie"
2-9-2014 DP,"CC Abar, KM Jackson, M Wood",2014,Sep,Reciprocal relations between perceived parental knowledge and adolescent substance use and delinquency: The moderating role of parent-teen relationship quality.,10.1037/a0037463,DP,50,9,2176-87,"Adolescent, Alcohol Drinking [psychology], Child, Female, Humans, Juvenile Delinquency [psychology], Male, Parent-Child Relations, Parenting [psychology], Parents [psychology], Prospective Studies, Risk-Taking, Sex Factors, Social Perception, Substance-Related Disorders [psychology], Time Factors","Caitlin C Abar, Kristina M Jackson, Mark Wood"
12-9-2014 DP,"GL West, S Mendizabal, MP CarriíÂre, S Lippé",2014,Sep,Linear age-correlated development of inhibitory saccadic trajectory deviations.,10.1037/a0037383,DP,50,9,2285-90,"Adolescent, Adult, Age Factors, Child, Child Development, Executive Function, Eye Movement Measurements, Humans, Psychomotor Performance, Reaction Time, Saccades, Young Adult","Greg L West, Sandrine Mendizabal, Marie-Pierre CarriíÂre, Sarah Lippé"
8-9-2014 DP,"A Winsler, YK Kim, ER Richard",2014,Sep,"Socio-emotional skills, behavior problems, and Spanish competence predict the acquisition of English among English language learners in poverty.",10.1037/a0037161,DP,50,9,2242-54,"Child Behavior Disorders [psychology], Child, Preschool, Cognition, Emotional Intelligence, Female, Hispanic Americans [psychology], Humans, Language Development, Language Tests, Longitudinal Studies, Male, Multilingualism, Multivariate Analysis, Poverty [psychology], Schools, Social Skills","Adam Winsler, Yoon Kyong Kim, Erin R Richard"
9-9-2014 DP,"SA Gray, AS Carter, MJ Briggs-Gowan, SM Jones, RL Wagmiller",2014,Sep,"Growth trajectories of early aggression, overactivity, and inattention: Relations to second-grade reading.",10.1037/a0037367,DP,50,9,2255-63,"Achievement, Aggression [psychology], Attention, Child, Child Development, Child, Preschool, Female, Humans, Infant, Language Tests, Longitudinal Studies, Male, Models, Psychological, Psychomotor Agitation [psychology], Reading, Schools","Sarah A O Gray, Alice S Carter, Margaret J Briggs-Gowan, Stephanie M Jones, Robert L Wagmiller"
13-9-2014 DP,"RY Erol, U Orth",2014,Sep,Development of self-esteem and relationship satisfaction in couples: Two longitudinal studies.,10.1037/a0037370,DP,50,9,2291-303,"Adolescent, Adult, Age Factors, Aged, Aged, 80 and over, Employment, Family Characteristics, Female, Health Status, Humans, Interpersonal Relations, Longitudinal Studies, Male, Middle Aged, Models, Psychological, Personal Satisfaction, Self Concept, Sex Factors, Sexual Partners [psychology], Time Factors, Young Adult","Ruth Yasemin Erol, Ulrich Orth"
7-9-2014 DP,"SW Nikkelen, PM Valkenburg, M Huizinga, BJ Bushman",2014,Sep,Media use and ADHD-related behaviors in children and adolescents: A meta-analysis.,10.1037/a0037318,DP,50,9,2228-41,"Adolescent, Adolescent Behavior [psychology], Age Factors, Attention, Child, Child Behavior [psychology], Computers, Female, Humans, Impulsive Behavior, Male, Mass Media, Psychomotor Agitation [psychology], Sex Factors, Video Games [psychology]","Sanne W C Nikkelen, Patti M Valkenburg, Mariette Huizinga, Brad J Bushman"
11-9-2014 DP,"VY Yu, MJ MacDonald, A Oh, GN Hua, LF De Nil, EW Pang",2014,Sep,Age-related sex differences in language lateralization: A magnetoencephalography study in children.,10.1037/a0037470,DP,50,9,2276-84,"Adolescent, Brain [physiology], Child, Child, Preschool, Female, Functional Laterality [physiology], Humans, Language, Language Development, Magnetic Resonance Imaging, Magnetoencephalography, Male, Neuropsychological Tests, Sex Characteristics","Vickie Y Yu, Matt J MacDonald, Anna Oh, Gordon N Hua, Luc F De Nil, Elizabeth W Pang"
5-9-2014 DP,"N Llewellyn, KD Rudolph",2014,Sep,Individual and sex differences in the consequences of victimization: Moderation by approach and avoidance motivation.,10.1037/a0037353,DP,50,9,2210-20,"Aggression [psychology], Child, Crime Victims [psychology], Depression [psychology], Female, Humans, Individuality, Longitudinal Studies, Male, Motivation, Peer Group, Sex Characteristics, Social Behavior","Nicole Llewellyn, Karen D Rudolph"
6-9-2014 DP,"S Choukas-Bradley, M Giletta, L Widman, GL Cohen, MJ Prinstein",2014,Sep,Experimentally measured susceptibility to peer influence and adolescent sexual behavior trajectories: A preliminary study.,10.1037/a0037300,DP,50,9,2221–2227,"Adolescent, Adolescent Behavior [psychology], Female, Humans, Internet, Longitudinal Studies, Male, Models, Psychological, Peer Group, Psychological Tests, Psychometrics, Self Report, Sexual Behavior [psychology], Sexual Partners, Social Conformity","Sophia Choukas-Bradley, Matteo Giletta, Laura Widman, Geoffrey L Cohen, Mitchell J Prinstein"
1-9-2014 DP,"M Flynn, D Cicchetti, F Rogosch",2014,Sep,"The prospective contribution of childhood maltreatment to low self-worth, low relationship quality, and symptomatology across adolescence: A developmental-organizational perspective.",10.1037/a0037162,DP,50,9,2165-75,"Adolescent, Adolescent Development, Child, Child Abuse, Child, Preschool, Female, Humans, Infant, Infant, Newborn, Interpersonal Relations, Male, Prospective Studies, Self Concept","Megan Flynn, Dante Cicchetti, Fred Rogosch"
10-9-2014 DP,"E Shetreet, G Chierchia, N Gaab",2014,Sep,Linguistic inability or poor performance: Dissociating scalar implicature generation and mismatch in the developing brain.,10.1037/a0037368,DP,50,9,2264-75,"Adult, Brain [growth & development], Brain Mapping, Child, Child, Preschool, Female, Humans, Judgment [physiology], Language Development, Language Tests, Magnetic Resonance Imaging, Male, Neural Pathways [growth & development], Neuropsychological Tests, Psycholinguistics, Semantics, Signal Processing, Computer-Assisted, Speech Perception [physiology], Visual Perception [physiology], Young Adult","Einat Shetreet, Gennaro Chierchia, Nadine Gaab"
12-4-2015 DP,"S Cooley, M Killen",2015,Apr,Children's evaluations of resource allocation in the context of group norms.,10.1037/a0038796,DP,51,4,554-63,,"Shelby Cooley, Melanie Killen"
6-4-2015 DP,"RC Edwards, SL Hans",2015,Apr,"Infant risk factors associated with internalizing, externalizing, and co-occurring behavior problems in young children.",10.1037/a0038800,DP,51,4,489-99,,"Renee C Edwards, Sydney L Hans"
5-4-2015 DP,"KA Makara, N Madjar",2015,Apr,The role of goal structures and peer climate in trajectories of social achievement goals during high school.,10.1037/a0038801,DP,51,4,473-88,,"Kara A Makara, Nir Madjar"
13-4-2015 DP,"S Dirghangi, G Kahn, B Laursen, M Brendgen, F Vitaro, G Dionne, M Boivin",2015,Apr,Co-rumination cultivates anxiety: a genetically informed study of friend influence during early adolescence.,10.1037/a0038848,DP,51,4,564-71,,"Shrija Dirghangi, Gilly Kahn, Brett Laursen, Mara Brendgen, Frank Vitaro, Ginette Dionne, Michel Boivin"
9-4-2015 DP,"D Hope, TC Bates, D Dykiert, G Der, IJ Deary",2015,Apr,More symmetrical children have faster and more consistent choice reaction times.,10.1037/a0038756,DP,51,4,524-32,,"David Hope, Timothy C Bates, Dominika Dykiert, Geoff Der, Ian J Deary"
2-4-2015 DP,"N Kiuru, K Aunola, MK Lerkkanen, E Pakarinen, E Poskiparta, T Ahonen, AM Poikkeus, JE Nurmi",2015,Apr,Positive teacher and peer relations combine to predict primary school students' academic skill development.,10.1037/a0038911,DP,51,4,434-46,,"Noona Kiuru, Kaisa Aunola, Marja-Kristiina Lerkkanen, Eija Pakarinen, Elisa Poskiparta, Timo Ahonen, Anna-Maija Poikkeus, Jari-Erik Nurmi"
4-4-2015 DP,"C Blair, A Ursache, M Greenberg, L Vernon-Feagans, [plus other nonstandard author]",2015,Apr,Multiple aspects of self-regulation uniquely predict mathematics but not letter-word knowledge in the early elementary grades.,10.1037/a0038813,DP,51,4,459-72,,"Clancy Blair, Alexandra Ursache, Mark Greenberg, Lynne Vernon-Feagans, [plus other nonstandard author]"
10-4-2015 DP,"MP Renno, K Shutts",2015,Apr,Children's social category-based giving and its correlates: expectations and preferences.,10.1037/a0038819,DP,51,4,533-43,,"Maggie P Renno, Kristin Shutts"
8-4-2015 DP,AC Brandone,2015,Apr,Infants' social and motor experience and the emerging understanding of intentional actions.,10.1037/a0038844,DP,51,4,512-23,,Amanda C Brandone
7-4-2015 DP,"S Liu, WS Xiao, NG Xiao, PC Quinn, Y Zhang, H Chen, L Ge, O Pascalis, K Lee",2015,Apr,Development of visual preference for own- versus other-race faces in infancy.,10.1037/a0038835,DP,51,4,500-11,,"Shaoying Liu, Wen Sara Xiao, Naiqi G Xiao, Paul C Quinn, Yueyan Zhang, Hui Chen, Liezhong Ge, Olivier Pascalis, Kang Lee"
1-4-2015 DP,"G Silinskas, N Kiuru, K Aunola, MK Lerkkanen, JE Nurmi",2015,Apr,The developmental dynamics of children's academic performance and mothers' homework-related affect and practices.,10.1037/a0038908,DP,51,4,419-33,,"Gintautas Silinskas, Noona Kiuru, Kaisa Aunola, Marja-Kristiina Lerkkanen, Jari-Erik Nurmi"
1-2-2015 DP,"M Missana, T Grossmann",2015,Feb,Infants' emerging sensitivity to emotional body expressions: insights from asymmetrical frontal brain activity.,10.1037/a0038469,DP,51,2,151-60,,"Manuela Missana, Tobias Grossmann"
2-2-2015 DP,"í_E Demir, ML Rowe, G Heller, S Goldin-Meadow, SC Levine",2015,Feb,"Vocabulary, syntax, and narrative development in typically developing children and children with early unilateral brain injury: early parental talk about the ""there-and-then"" matters.",10.1037/a0038476,DP,51,2,161-75,,"í_zlem Ece Demir, Meredith L Rowe, Gabriella Heller, Susan Goldin-Meadow, Susan C Levine"
4-2-2015 DP,"JL Spilt, HM Koomen, LJ Harrison",2015,Feb,Language development in the early school years: the importance of close relationships with teachers.,10.1037/a0038540,DP,51,2,185-96,,"Jantine L Spilt, Helma M Y Koomen, Linda J Harrison"
10-2-2015 DP,"C Kí_ber, F Schmiedek, T Habermas",2015,Feb,Characterizing lifespan development of three aspects of coherence in life narratives: a cohort-sequential study.,10.1037/a0038668,DP,51,2,260-75,,"Christin Kí_ber, Florian Schmiedek, Tilmann Habermas"
5-2-2015 DP,"V Dupere, I Archambault, T Leventhal, E Dion, S Anderson",2015,Feb,School mobility and school-age children's social adjustment.,10.1037/a0038480,DP,51,2,197-210,,"Veronique Dupere, Isabelle Archambault, Tama Leventhal, Eric Dion, Sara Anderson"
13-1-2015 DP,"DI Vargas Lascano, NL Galambos, HJ Krahn, ME Lachman",2015,Jan,Growth in perceived control across 25 years from the late teens to midlife: the role of personal and parents' education.,10.1037/a0038433,DP,51,1,124-35,,"Dayuma I Vargas Lascano, Nancy L Galambos, Harvey J Krahn, Margie E Lachman"
14-1-2015 DP,"J Wagner, C Hoppmann, N Ram, D Gerstorf",2015,Jan,"Self-esteem is relatively stable late in life: the role of resources in the health, self-regulation, and social domains.",10.1037/a0038338,DP,51,1,136-49,,"Jenny Wagner, Christiane Hoppmann, Nilam Ram, Denis Gerstorf"
9-1-2015 DP,"EH Telzer, KM Tsai, N Gonzales, AJ Fuligni",2015,Jan,Mexican American adolescents' family obligation values and behaviors: links to internalizing symptoms across time and context.,10.1037/a0038434,DP,51,1,75-86,,"Eva H Telzer, Kim M Tsai, Nancy Gonzales, Andrew J Fuligni"
12-1-2015 DP,"KL Raby, JM Lawler, RJ Shlafer, PS Hesemeyer, WA Collins, LA Sroufe",2015,Jan,"The interpersonal antecedents of supportive parenting: a prospective, longitudinal study from infancy to adulthood.",10.1037/a0038336,DP,51,1,115-23,,"K Lee Raby, Jamie M Lawler, Rebecca J Shlafer, Paloma S Hesemeyer, W Andrew Collins, L Alan Sroufe"
10-1-2015 DP,"AJ Umaí±a-Taylor, BM Tynes, RB Toomey, DR Williams, KJ Mitchell",2015,Jan,Latino adolescents' perceived discrimination in online and offline settings: an examination of cultural risk and protective factors.,10.1037/a0038432,DP,51,1,87-100,,"Adriana J Umaí±a-Taylor, Brendesha M Tynes, Russell B Toomey, David R Williams, Kimberly J Mitchell"
1-1-2015 DP,"RW Roeser, JS Eccles",2015,Jan,Mindfulness and compassion in human development: introduction to the special section.,10.1037/a0038453,DP,51,1,1 - 6,,"Robert W Roeser, Jacquelynne S Eccles"
11-1-2015 DP,"SE Miller, S Marcovitch",2015,Jan,"Examining executive function in the second year of life: coherence, stability, and relations to joint attention and language.",10.1037/a0038359,DP,51,1,101-14,,"Stephanie E Miller, Stuart Marcovitch"
2-1-2015 DP,"N Eisenberg, SK VanSchyndel, C Hofer",2015,Jan,The association of maternal socialization in childhood and adolescence with adult offsprings' sympathy/caring.,10.1037/a0038137,DP,51,1,7 - 16,,"Nancy Eisenberg, Sarah K VanSchyndel, Claire Hofer"
